2024/04/02 22:00:00;11
2024/04/02 22:01:00;11.2
2024/04/02 22:02:00;11.82024-05-03 12:32:00;0.55
2024-05-03 12:32:00;0.52
2024-05-03 12:32:00;0.54
2024-05-03 12:32:00;0.55
2024-05-03 12:32:00;0.56
2024-05-03 12:32:00;0.57
2024-05-03 12:32:00;0.57
2024-05-03 12:32:00;0.57
2024-05-03 12:32:00;0.58
2024-05-03 12:32:00;0.58
2024-05-03 12:32:00;0.56
2024-05-03 12:32:00;0.55
2024-05-03 12:32:00;0.54
2024-05-03 12:32:00;0.55
2024-05-03 12:32:00;0.53
2024-05-03 12:32:00;0.52
2024-05-03 12:32:00;0.53
2024-05-03 12:32:00;0.53
2024-05-03 12:32:00;0.52
2024-05-03 12:32:00;0.55
2024-05-03 12:32:00;0.54
2024-05-03 12:32:00;0.55
2024-05-03 12:32:00;0.52
2024-05-03 12:32:00;0.54
2024-05-03 12:32:00;0.57
2024-05-03 12:32:00;0.53
2024-05-03 12:32:00;0.56
2024-05-03 12:32:00;0.56
2024-05-03 12:32:00;0.53
2024-05-03 12:32:00;0.58
2024-05-03 12:32:00;0.57
2024-05-03 12:32:00;0.58
2024-05-03 12:32:00;0.56
2024-05-03 12:32:00;0.56
2024-05-03 12:32:00;0.56
2024-05-03 12:32:00;0.53
2024-05-03 12:32:00;0.54
2024-05-03 12:32:00;0.56
2024-05-03 12:32:00;0.53
2024-05-03 12:32:00;0.55
2024-05-03 12:32:00;0.56
2024-05-03 12:32:00;0.56
2024-05-03 12:32:00;0.57
2024-05-03 12:32:00;0.71
2024-05-03 12:32:00;0.51
2024-05-03 12:32:00;0.46
2024-05-03 12:32:00;0.48
2024-05-03 12:32:00;0.53
2024-05-03 12:32:00;0.49
2024-05-03 12:32:00;0.55
2024-05-03 12:32:00;0.46
2024-05-03 12:32:00;0.38
2024-05-03 12:32:00;0.47
2024-05-03 12:32:00;0.38
2024-05-03 12:32:00;0.46
2024-05-03 12:32:00;0.51
2024-05-03 12:32:00;0.19
2024-05-03 12:32:00;0.13
2024-05-03 12:32:00;0.15
2024-05-03 12:32:00;0.17
2024-05-03 12:32:00;0.17
2024-05-03 12:32:00;0.18
2024-05-03 12:32:00;0.18
2024-05-03 12:32:00;0.61
2024-05-03 12:32:00;0.45
2024-05-03 12:32:00;0.47
2024-05-03 12:32:00;0.47
2024-05-03 12:32:00;0.53
2024-05-03 12:32:00;0.63
2024-05-03 12:32:00;0.39
2024-05-03 12:32:00;0.64
2024-05-03 12:32:00;0.46
2024-05-03 12:32:00;0.64
2024-05-03 12:32:00;0.54
2024-05-03 12:32:00;0.58
2024-05-03 12:32:00;0.28
1970-01-01 01:00:19;0.53
1970-01-01 01:00:36;0.56
1970-01-01 01:00:42;0.60
1970-01-01 01:00:48;0.64
1970-01-01 01:00:54;0.77
1970-01-01 01:01:00;0.71
1970-01-01 01:00:20;0.45
1970-01-01 01:00:25;0.50
1970-01-01 01:00:21;0.52
1970-01-01 01:01:13;0.54
1970-01-01 01:01:20;0.52
1970-01-01 01:02:20;0.49
1970-01-01 01:00:21;0.57
1970-01-01 01:00:19;0.51
1970-01-01 01:00:24;0.51
1970-01-01 01:00:30;0.63
1970-01-01 01:00:19;0.54
1970-01-01 01:00:24;0.56
1970-01-01 01:01:28;0.52
1970-01-01 01:01:34;0.62
1970-01-01 01:02:15;0.69
1970-01-01 01:00:19;0.59
1970-01-01 01:00:19;0.54
1970-01-01 01:00:51;0.68
1970-01-01 01:00:57;0.56
1970-01-01 01:01:18;0.72
1970-01-01 01:01:23;0.56
1970-01-01 01:01:30;0.67
1970-01-01 01:01:35;0.53
1970-01-01 01:01:41;0.69
1970-01-01 01:02:44;0.60
1970-01-01 01:02:50;0.58
1970-01-01 01:02:55;0.67
1970-01-01 01:03:00;0.61
1970-01-01 01:03:45;0.60
1970-01-01 01:03:50;0.62
1970-01-01 01:03:56;0.67
1970-01-01 01:04:01;0.65
1970-01-01 01:04:06;0.63
1970-01-01 01:04:12;0.57
1970-01-01 01:00:22;0.57
1970-01-01 01:00:30;0.37
1970-01-01 01:01:09;0.78
1970-01-01 01:01:20;0.64
1970-01-01 01:00:20;0.32
1970-01-01 01:01:13;0.38
1970-01-01 01:01:23;0.54
1970-01-01 01:01:29;0.59
1970-01-01 01:01:36;0.22
1970-01-01 01:01:43;0.44
1970-01-01 01:01:49;0.37
1970-01-01 01:01:56;0.48
1970-01-01 01:02:03;0.35
1970-01-01 01:02:10;0.28
1970-01-01 01:00:21;1.00
1970-01-01 01:00:27;2.04
1970-01-01 01:00:35;1.52
1970-01-01 01:01:26;1.61
1970-01-01 01:01:51;1.67
1970-01-01 01:02:07;1.48
1970-01-01 01:02:14;1.48
1970-01-01 01:02:20;2.00
1970-01-01 01:02:30;1.60
1970-01-01 01:02:37;1.98
1970-01-01 01:00:20;0.75
1970-01-01 01:00:38;0.49
1970-01-01 01:00:44;0.37
1970-01-01 01:01:47;0.44
1970-01-01 01:01:52;0.53
1970-01-01 01:01:58;0.43
1970-01-01 01:02:03;0.44
1970-01-01 01:00:20;0.54
1970-01-01 01:00:27;0.48
1970-01-01 01:00:33;0.44
1970-01-01 01:00:39;0.50
1970-01-01 01:00:45;0.58
1970-01-01 01:00:51;0.44
1970-01-01 01:00:57;0.44
1970-01-01 01:01:03;0.42
1970-01-01 01:01:08;0.39
1970-01-01 01:01:13;0.37
1970-01-01 01:01:19;0.45
1970-01-01 01:01:26;0.41
1970-01-01 01:01:32;0.46
1970-01-01 01:01:39;0.36
1970-01-01 01:01:45;0.41
1970-01-01 01:01:51;0.39
1970-01-01 01:01:57;0.38
1970-01-01 01:02:02;0.38
1970-01-01 01:00:14;0.00
1970-01-01 01:00:20;0.00
1970-01-01 01:00:25;0.00
1970-01-01 01:00:48;0.00
1970-01-01 01:00:53;0.00
1970-01-01 01:00:07;0.00
1970-01-01 01:00:13;0.00
1970-01-01 01:00:47;0.00
1970-01-01 01:00:53;0.00
1970-01-01 01:00:59;0.00
1970-01-01 01:01:04;0.00
1970-01-01 01:01:11;0.00
1970-01-01 01:01:24;0.00
1970-01-01 01:01:35;0.00
1970-01-01 01:00:07;0.00
1970-01-01 01:00:13;0.00
1970-01-01 01:00:20;0.00
1970-01-01 01:00:25;0.00
1970-01-01 01:00:32;0.00
1970-01-01 01:00:39;0.00
1970-01-01 01:00:45;0.00
1970-01-01 01:00:51;0.00
1970-01-01 01:00:57;0.00
1970-01-01 01:01:04;0.00
1970-01-01 01:02:02;0.00
1970-01-01 01:02:09;0.00
1970-01-01 01:02:16;0.00
1970-01-01 01:02:22;0.00
1970-01-01 01:02:29;0.00
1970-01-01 01:02:35;0.00
1970-01-01 01:02:41;0.00
1970-01-01 01:02:48;0.00
1970-01-01 01:03:14;0.00
1970-01-01 01:00:08;0.00
1970-01-01 01:00:20;0.35
1970-01-01 01:00:21;1.37
1970-01-01 01:00:28;0.32
1970-01-01 01:00:35;1.98
1970-01-01 01:00:42;0.35
1970-01-01 01:00:47;0.74
1970-01-01 01:00:54;1.53
1970-01-01 01:01:00;0.33
1970-01-01 01:01:06;0.33
1970-01-01 01:01:12;0.34
1970-01-01 01:01:18;0.27
1970-01-01 01:01:25;0.28
1970-01-01 01:01:31;0.28
1970-01-01 01:01:37;0.28
1970-01-01 01:01:43;0.29
1970-01-01 01:01:50;1.78
1970-01-01 01:01:56;1.21
1970-01-01 01:02:03;1.15
1970-01-01 01:02:09;1.50
1970-01-01 01:02:16;1.44
1970-01-01 01:02:22;1.20
1970-01-01 01:02:29;0.29
1970-01-01 01:02:36;1.44
1970-01-01 01:02:42;1.26
1970-01-01 01:02:48;1.31
1970-01-01 01:02:54;0.33
1970-01-01 01:03:00;0.30
1970-01-01 01:03:07;0.30
1970-01-01 01:03:13;1.44
1970-01-01 01:03:20;0.28
1970-01-01 01:03:26;1.41
1970-01-01 01:03:32;0.28
1970-01-01 01:03:39;0.29
1970-01-01 01:03:45;0.66
1970-01-01 01:03:51;0.29
1970-01-01 01:03:57;0.29
1970-01-01 01:04:03;0.32
1970-01-01 01:04:09;0.29
1970-01-01 01:04:15;1.19
1970-01-01 01:04:21;0.30
1970-01-01 01:04:28;1.42
1970-01-01 01:04:34;1.44
1970-01-01 01:04:40;0.30
1970-01-01 01:04:47;0.60
1970-01-01 01:04:53;1.37
1970-01-01 01:05:00;0.29
1970-01-01 01:05:06;0.29
1970-01-01 01:05:13;1.50
1970-01-01 01:05:19;0.29
1970-01-01 01:05:26;0.30
1970-01-01 01:05:33;0.31
1970-01-01 01:05:39;0.30
1970-01-01 01:05:46;0.30
1970-01-01 01:05:52;0.74
1970-01-01 01:05:58;0.31
1970-01-01 01:06:04;0.30
1970-01-01 01:06:10;0.30
1970-01-01 01:06:17;0.30
1970-01-01 01:06:24;1.61
1970-01-01 01:06:30;0.83
1970-01-01 01:06:36;0.33
1970-01-01 01:06:42;0.35
1970-01-01 01:06:48;1.41
1970-01-01 01:06:54;1.51
1970-01-01 01:07:01;0.81
1970-01-01 01:07:07;0.33
1970-01-01 01:07:13;0.35
1970-01-01 01:07:19;1.41
1970-01-01 01:07:25;0.36
1970-01-01 01:07:32;0.34
1970-01-01 01:07:38;0.81
1970-01-01 01:07:45;0.35
1970-01-01 01:07:51;1.31
1970-01-01 01:07:57;1.68
1970-01-01 01:08:04;1.55
1970-01-01 01:08:10;1.25
1970-01-01 01:08:16;1.60
1970-01-01 01:08:22;0.33
1970-01-01 01:08:29;0.72
1970-01-01 01:08:36;0.34
1970-01-01 01:08:42;1.36
1970-01-01 01:08:48;1.35
1970-01-01 01:08:55;0.34
1970-01-01 01:09:01;0.35
1970-01-01 01:09:08;0.89
1970-01-01 01:09:14;1.36
1970-01-01 01:09:20;1.71
1970-01-01 01:09:27;0.38
1970-01-01 01:09:33;0.36
1970-01-01 01:09:40;1.82
1970-01-01 01:09:46;0.39
1970-01-01 01:09:53;1.46
1970-01-01 01:10:00;0.36
1970-01-01 01:10:06;0.34
1970-01-01 01:10:13;0.37
1970-01-01 01:10:20;0.36
1970-01-01 01:10:26;0.34
1970-01-01 01:00:20;1.84
1970-01-01 01:01:05;0.40
1970-01-01 01:01:11;0.40
1970-01-01 01:01:17;0.39
1970-01-01 01:01:23;1.43
1970-01-01 01:01:36;0.29
1970-01-01 01:01:43;0.27
1970-01-01 01:02:28;0.41
1970-01-01 01:02:34;0.46
1970-01-01 01:02:40;0.45
1970-01-01 01:02:47;0.44
1970-01-01 01:02:53;0.56
1970-01-01 01:02:59;2.43
1970-01-01 01:03:04;0.43
1970-01-01 01:03:11;2.29
1970-01-01 01:03:17;2.33
1970-01-01 01:03:23;0.41
1970-01-01 01:03:30;1.94
1970-01-01 01:03:36;0.45
1970-01-01 01:03:42;1.79
1970-01-01 01:03:49;2.11
1970-01-01 01:03:55;0.43
1970-01-01 01:04:00;0.43
1970-01-01 01:04:06;0.43
1970-01-01 01:04:12;0.44
1970-01-01 01:04:18;2.02
1970-01-01 01:04:24;0.43
1970-01-01 01:04:30;2.31
1970-01-01 01:04:37;0.43
1970-01-01 01:04:43;0.43
2025-06-16 23:23:48;0.42
2025-06-16 23:23:53;0.52
2025-06-16 23:23:58;0.43
2025-06-16 23:24:03;2.00
2025-06-16 23:24:08;0.46
2025-06-16 23:24:13;1.82
2025-06-16 23:24:18;1.48
2025-06-16 23:24:23;0.66
2025-06-16 23:24:29;2.24
2025-06-16 23:24:34;1.84
2025-06-16 23:24:39;0.45
2025-06-16 23:24:44;0.43
2025-06-16 23:24:50;0.44
2025-06-16 23:24:54;0.43
2025-06-16 23:24:59;0.48
2025-06-16 23:25:04;2.20
2025-06-16 23:25:09;0.44
2025-06-16 23:25:14;1.95
2025-06-16 23:25:19;0.43
2025-06-16 23:25:24;0.45
2025-06-16 23:25:29;0.41
2025-06-16 23:25:35;2.18
2025-06-16 23:25:40;1.10
2025-06-16 23:25:45;2.00
2025-06-16 23:26:15;0.38
2025-06-16 23:26:20;0.40
2025-06-16 23:27:18;0.38
2025-06-16 23:27:23;3.12
2025-06-16 23:27:28;2.42
2025-06-16 23:27:34;0.34
2025-06-16 23:44:20;0.44
2025-06-16 23:44:25;0.44
2025-06-16 23:44:30;0.42
2025-06-16 23:44:36;1.63
2025-06-16 23:44:41;1.58
2025-06-16 23:44:46;0.44
2025-06-16 23:44:52;0.46
2025-06-16 23:44:57;0.45
2025-06-16 23:45:02;0.52
2025-06-16 23:45:08;0.51
2025-06-16 23:45:13;0.54
2025-06-16 23:45:18;0.47
2025-06-16 23:45:23;0.46
2025-06-16 23:45:28;0.48
2025-06-16 23:45:32;0.45
2025-06-16 23:45:37;1.46
2025-06-16 23:45:43;0.46
2025-06-16 23:45:49;1.88
2025-06-16 23:45:55;0.45
2025-06-16 23:46:00;2.00
